rider_id,home_market,home_cluster,baseline_annual_ride_rate,total_attendance,unique_studios,unique_instructors,familiarity_degree,social_degree,coordination_count,coattendance_degree
R004717,Boston,Chestnut Hill,6.613865655901937,5,1,4,0,0,0,3
R004718,Greater NYC,Fairfield County,4.643497934135515,1,1,1,0,0,0,1
R004719,Greater NYC,Hudson County,5.161471479831682,5,1,3,0,0,0,5
R004720,Greater NYC,Fairfield County,3.1655077355697228,8,2,8,0,0,0,8
R004721,DMV,Montgomery County,1.8211168989756712,2,1,2,0,0,0,1
R004722,Boston,Chestnut Hill,1.0,1,1,1,0,0,0,0
R004723,Greater NYC,Uptown Manhattan,15.9019703466769,16,5,13,0,0,0,12
R004724,Greater NYC,Midtown Manhattan,1.9217593675925324,0,0,0,0,0,0,0
R004725,Greater NYC,Midtown Manhattan,9.98935158393092,12,5,8,0,0,0,11
R004726,Southern California,Los Angeles,13.092963377612922,15,3,11,0,0,0,6
R004727,Atlanta,Atlanta,1.0,2,1,2,0,0,0,2
R004728,DMV,DC–Arlington,1.0,0,0,0,0,0,0,0
R004729,Greater NYC,Lower Manhattan–North Brooklyn,44.95463964781692,42,8,33,0,0,0,39
R004730,Chicago,Chicago,10.211047037384636,17,2,9,0,0,0,14
R004731,Greater NYC,Lower Manhattan–North Brooklyn,3.7192281773175657,5,4,4,0,0,0,5
R004732,South Florida,Miami,28.735889973204067,21,2,6,0,0,0,12
R004733,Chicago,Chicago,17.412805981728518,11,2,7,0,0,0,8
R004734,Dallas,Dallas,11.785827924886547,14,1,8,0,0,0,9
R004735,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R004736,Greater NYC,Lower Manhattan–North Brooklyn,76.91582993771864,89,9,45,0,0,0,68
R004737,Chicago,Chicago,7.4214511718069325,12,2,7,0,0,0,8
R004738,Greater NYC,Hudson County,1.0,0,0,0,0,0,0,0
R004739,Greater NYC,Lower Manhattan–North Brooklyn,16.3545036409734,16,5,13,0,0,0,14
R004740,Greater NYC,Lower Manhattan–North Brooklyn,4.136741041064719,9,5,8,0,0,0,8
R004741,Greater NYC,North Jersey,5.1199722411272095,5,2,4,0,0,0,5
R004742,Chicago,Chicago,40.87814346644509,34,2,10,0,0,0,24
R004743,Greater NYC,Lower Manhattan–North Brooklyn,3.3725892999229248,4,3,4,0,0,0,2
R004744,DMV,DC–Arlington,15.057861506728075,9,4,8,0,0,0,6
R004745,Southern California,Los Angeles,3.646685296912675,3,2,2,0,0,0,3
R004746,Greater NYC,Lower Manhattan–North Brooklyn,1.004416903007533,2,1,2,0,0,0,1
R004747,Philadelphia,Philadelphia,6.156760038400248,6,1,4,0,0,0,4
R004748,Greater NYC,Lower Manhattan–North Brooklyn,4.9509238670163125,3,2,3,0,0,0,3
R004749,Northern California,San Francisco,5.676938911872911,5,2,5,0,0,0,4
R004750,South Florida,Miami,14.05775941140208,13,2,5,0,0,0,10
R004751,Northern California,San Francisco,20.858311011489103,25,3,15,0,0,0,18
R004752,Greater NYC,Lower Manhattan–North Brooklyn,42.087343168861025,45,6,27,0,0,0,37
R004753,South Florida,Miami,3.784472355930988,2,2,2,0,0,0,1
R004754,Greater NYC,Midtown Manhattan,3.282066496687149,4,1,3,0,0,0,3
R004755,Greater NYC,Midtown Manhattan,1.0,0,0,0,0,0,0,0
R004756,Greater NYC,Lower Manhattan–North Brooklyn,9.168325046573395,5,3,5,0,0,0,5
R004757,Greater NYC,Midtown Manhattan,5.445213966297202,3,2,3,0,0,0,2
R004758,DMV,DC–Arlington,6.637049497480121,6,1,6,0,0,0,6
R004759,Greater NYC,Westchester,12.208118762914497,11,3,8,0,0,0,9
R004760,Greater NYC,Lower Manhattan–North Brooklyn,5.6683759697508025,3,3,3,0,0,0,3
R004761,Northern California,San Francisco,18.702325612601896,17,2,11,0,0,0,10
R004762,DMV,DC–Arlington,24.27210664415412,24,4,14,0,0,0,16
R004763,DMV,DC–Arlington,1.0,1,1,1,0,0,0,1
R004764,Southern California,Los Angeles,23.300528819943843,22,3,13,0,0,0,7
R004765,DMV,DC–Arlington,1.2989040416056936,4,3,3,0,0,0,2
R004766,Southern California,Los Angeles,4.271905275303613,7,2,6,0,0,0,5
R004767,Greater NYC,Lower Manhattan–North Brooklyn,8.778183466079431,7,4,6,0,0,0,6
R004768,Greater NYC,Westchester,30.29363217459972,38,3,18,1,0,0,27
R004769,DMV,DC–Arlington,26.329445330741148,22,3,14,0,0,0,16
R004770,Greater NYC,Uptown Manhattan,21.242575109306284,23,4,17,0,0,0,20
R004771,Greater NYC,Midtown Manhattan,1.069075794652706,0,0,0,0,0,0,0
R004772,DMV,DC–Arlington,5.762971523481316,3,3,3,0,0,0,2
R004773,Greater NYC,Midtown Manhattan,7.747014828507841,5,3,5,0,0,0,4
R004774,Southern California,Los Angeles,11.925469223428491,13,4,8,0,0,0,8
R004775,Greater NYC,Uptown Manhattan,34.656793965405,32,5,22,0,0,0,26
R004776,South Florida,Miami,2.149232673194715,3,1,3,0,0,0,1
R004777,DMV,DC–Arlington,28.67661611689392,27,3,11,0,0,0,19
R004778,Chicago,Chicago,1.3806889698397249,0,0,0,0,0,0,0
R004779,DMV,DC–Arlington,32.570172612315694,32,4,16,0,0,0,19
R004780,Greater NYC,Uptown Manhattan,5.15391244873132,5,4,4,0,0,0,2
R004781,Philadelphia,Philadelphia,1.1216670403801965,1,1,1,0,0,0,0
R004782,Greater NYC,Lower Manhattan–North Brooklyn,47.65010167278614,48,7,28,0,0,0,40
R004783,Austin,Austin,1.1150731750335217,1,1,1,0,0,0,1
R004784,Greater NYC,Midtown Manhattan,6.34323463512953,7,4,7,0,0,0,5
R004785,Greater NYC,Midtown Manhattan,7.3782066204396335,3,2,3,0,0,0,3
R004786,Greater NYC,Lower Manhattan–North Brooklyn,4.841697411883742,7,4,6,0,0,0,7
R004787,Southern California,Pasadena,4.96572362736999,6,1,2,0,0,0,5
R004788,Southern California,Los Angeles,28.57716481834315,35,3,17,0,0,0,18
R004789,Greater NYC,Uptown Manhattan,200.0,198,9,43,3,0,0,134
R004790,Greater NYC,Lower Manhattan–North Brooklyn,5.526094672018388,6,3,6,0,0,0,5
R004791,Houston,Houston,1.0,1,1,1,0,0,0,1
R004792,Greater NYC,Midtown Manhattan,7.034697857875685,6,4,5,0,0,0,6
R004793,Southern California,Pasadena,10.390272018166083,9,1,5,0,0,0,6
R004794,Greater NYC,Midtown Manhattan,2.562314273998079,2,2,2,0,0,0,2
R004795,Chicago,Chicago,1.0,0,0,0,0,0,0,0
R004796,Boston,Boston,24.191495036704435,26,2,11,0,0,0,16
R004797,Southern California,Los Angeles,29.65429842046462,33,4,14,0,0,0,19
R004798,Greater NYC,Lower Manhattan–North Brooklyn,19.22422539564568,14,6,11,0,0,0,10
R004799,Greater NYC,Lower Manhattan–North Brooklyn,1.0,0,0,0,0,0,0,0
R004800,Greater NYC,Hudson County,6.806909071077188,9,1,6,0,0,0,8
R004801,Chicago,Chicago,8.370756762495075,6,2,6,0,0,0,5
R004802,Greater NYC,Lower Manhattan–North Brooklyn,1.0,0,0,0,0,0,0,0
R004803,Greater NYC,Westchester,22.15970914742017,22,2,13,1,0,0,11
R004804,Chicago,Chicago,1.639117982806704,2,2,2,0,0,0,2
R004805,Southern California,Los Angeles,5.437656734932368,4,2,3,0,0,0,2
R004806,DMV,Montgomery County,14.709097392639318,18,3,10,0,0,0,11
R004807,Atlanta,Atlanta,2.600328173385166,2,1,1,0,0,0,2
R004808,Philadelphia,Philadelphia,3.5152406900989415,3,1,2,0,0,0,2
R004809,DMV,DC–Arlington,18.370880414489804,20,3,14,0,0,0,15
R004810,Greater NYC,Midtown Manhattan,1.3844173385654377,1,1,1,0,0,0,0
R004811,Houston,Houston,11.58897887638481,12,1,6,0,0,0,9
R004812,South Florida,Miami,32.34135893721801,28,2,7,1,0,0,21
R004813,Northern California,Marin County,6.8377718063534365,5,1,4,0,0,0,4
R004814,Greater NYC,Uptown Manhattan,2.7272817973185175,3,2,3,0,0,0,2
R004815,Seattle,Seattle,44.38268419977372,46,1,8,2,0,0,30
R004816,Greater NYC,Lower Manhattan–North Brooklyn,4.631167757731028,4,2,4,0,0,0,2
R004817,Greater NYC,Fairfield County,1.0,1,1,1,0,0,0,1
R004818,Greater NYC,Uptown Manhattan,31.33015087775519,23,6,14,0,0,0,17
R004819,Greater NYC,Nassau County,1.2615264891125646,2,1,2,0,0,0,2
R004820,Greater NYC,Uptown Manhattan,15.419366300663867,16,3,13,0,0,0,12
R004821,Philadelphia,Main Line,1.0,1,1,1,0,0,0,1
R004822,Houston,Houston,16.290789440419953,18,1,7,0,0,0,11
R004823,Dallas,Dallas,1.3177461804690622,2,1,2,0,0,0,1
R004824,Greater NYC,Uptown Manhattan,3.7799550799016832,2,2,2,0,0,0,2
R004825,Boston,Boston,10.24912951879775,11,3,7,0,0,0,7
R004826,Greater NYC,Lower Manhattan–North Brooklyn,1.5142476857188043,1,1,1,0,0,0,1
R004827,Greater NYC,Midtown Manhattan,1.0,0,0,0,0,0,0,0
R004828,Greater NYC,Westchester,1.1365113597553962,0,0,0,0,0,0,0
R004829,Greater NYC,Uptown Manhattan,2.5664954927452706,3,1,3,0,0,0,3
R004830,DMV,Montgomery County,12.2235289212095,14,1,7,0,0,0,10
R004831,Atlanta,Atlanta,1.1465324111005133,2,1,2,0,0,0,1
R004832,Greater NYC,North Jersey,20.2268161254509,23,4,16,0,0,0,20
R004833,South Florida,Miami,82.67277324238957,83,2,7,4,0,0,45
R004834,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R004835,Greater NYC,Lower Manhattan–North Brooklyn,1.9870818850764935,2,2,2,0,0,0,2
R004836,Greater NYC,Lower Manhattan–North Brooklyn,2.4956918693481063,3,3,3,0,0,0,3
R004837,Greater NYC,Lower Manhattan–North Brooklyn,6.596854478429833,8,5,8,0,0,0,7
R004838,Greater NYC,Midtown Manhattan,1.0903821975489765,1,1,1,0,0,0,1
R004839,Seattle,Seattle,4.962068782996331,2,1,2,0,0,0,1
R004840,Greater NYC,Fairfield County,36.524166369377134,40,4,17,1,0,0,31
R004841,Greater NYC,Lower Manhattan–North Brooklyn,1.4852788628062974,1,1,1,0,0,0,1
R004842,Greater NYC,Lower Manhattan–North Brooklyn,1.0,2,2,2,0,0,0,1
R004843,Greater NYC,Lower Manhattan–North Brooklyn,1.5639110650941492,5,3,4,0,0,0,4
R004844,Greater NYC,Hudson County,1.0,0,0,0,0,0,0,0
R004845,Philadelphia,Main Line,1.9968588031730985,5,2,4,0,0,0,3
R004846,Boston,Boston,11.362343092200463,13,2,9,0,0,0,10
R004847,Greater NYC,Fairfield County,1.4725253323919012,0,0,0,0,0,0,0
R004848,Seattle,Seattle,1.0,2,1,2,0,0,0,1
R004849,Greater NYC,Hudson County,7.70553346147604,10,2,10,0,0,0,9
R004850,Greater NYC,Lower Manhattan–North Brooklyn,68.96589400379567,71,8,38,0,0,0,56
R004851,Chicago,Chicago,7.888217282302652,15,2,7,0,0,0,10
R004852,Greater NYC,North Jersey,23.695911852691083,17,2,10,1,0,0,11
R004853,Austin,Austin,2.8892672774849975,0,0,0,0,0,0,0
R004854,Southern California,Los Angeles,28.2234628492284,32,3,15,0,0,0,21
R004855,Southern California,Los Angeles,18.82344019898902,17,3,11,0,0,0,11
R004856,Greater NYC,Lower Manhattan–North Brooklyn,11.36618266298012,15,6,12,0,0,0,14
R004857,Greater NYC,Fairfield County,3.727498771174872,5,1,5,0,0,0,4
R004858,Greater NYC,Uptown Manhattan,9.418572196240724,11,4,9,0,0,0,8
R004859,Greater NYC,Lower Manhattan–North Brooklyn,4.765687580016424,3,3,3,0,0,0,3
R004860,Southern California,Los Angeles,1.0,0,0,0,0,0,0,0
R004861,Philadelphia,Main Line,2.6820980077041097,1,1,1,0,0,0,1
R004862,Greater NYC,Midtown Manhattan,14.972648016551204,18,5,12,0,0,0,16
R004863,DMV,DC–Arlington,11.22653691507957,7,3,7,0,0,0,5
R004864,Greater NYC,Lower Manhattan–North Brooklyn,13.540382220707798,20,5,14,0,0,0,17
R004865,Greater NYC,Uptown Manhattan,3.765688533455577,4,2,3,0,0,0,2
R004866,Chicago,Chicago,1.0,0,0,0,0,0,0,0
R004867,Greater NYC,Midtown Manhattan,3.579233765559634,4,2,4,0,0,0,4
R004868,Greater NYC,Nassau County,21.1905561146336,20,3,14,0,0,0,11
R004869,Greater NYC,Lower Manhattan–North Brooklyn,3.7235164081069088,2,2,2,0,0,0,1
R004870,Greater NYC,Lower Manhattan–North Brooklyn,33.52540940621484,35,7,27,0,0,0,26
R004871,Northern California,San Francisco,1.0,1,1,1,0,0,0,1
R004872,Northern California,Silicon Valley,2.192883293756932,2,1,2,0,0,0,2
R004873,Southern California,Pasadena,6.879604896160334,4,2,4,0,0,0,2
R004874,Greater NYC,North Jersey,7.025299111714771,7,2,6,0,0,0,5
R004875,Southern California,Pasadena,93.5646880692033,98,3,16,5,1,0,58
R004876,Greater NYC,Lower Manhattan–North Brooklyn,2.9004201666023706,6,4,5,0,0,0,5
R004877,Southern California,Los Angeles,1.9767250286567113,2,1,2,0,0,0,1
R004878,Greater NYC,Uptown Manhattan,5.622922232133887,5,2,5,0,0,0,4
R004879,Chicago,Chicago,1.584770317263178,2,2,2,0,0,0,1
R004880,Ann Arbor,Ann Arbor,24.04678090774588,25,1,3,0,0,0,16
R004881,Greater NYC,Uptown Manhattan,13.276040179815055,10,3,8,0,0,0,8
R004882,Greater NYC,Lower Manhattan–North Brooklyn,7.716337176393614,9,5,8,0,0,0,8
R004883,Greater NYC,Fairfield County,1.0,4,3,3,0,0,0,2
R004884,Chicago,Chicago,58.4717083646383,55,2,13,1,0,0,39
R004885,South Florida,Miami,3.0987768459629272,5,2,4,0,0,0,4
R004886,Greater NYC,Lower Manhattan–North Brooklyn,4.839745465764245,6,5,6,0,0,0,5
R004887,Greater NYC,Lower Manhattan–North Brooklyn,5.356646535642408,5,4,5,0,0,0,4
R004888,Boston,Chestnut Hill,4.337935127562189,4,2,4,0,0,0,2
R004889,Philadelphia,Philadelphia,1.2387137907262058,0,0,0,0,0,0,0
R004890,Northern California,Silicon Valley,5.422508094471177,6,1,3,0,0,0,4
R004891,Greater NYC,Nassau County,2.233524149744867,2,1,2,0,0,0,0
R004892,Southern California,Los Angeles,1.0,2,2,2,0,0,0,1
R004893,DMV,DC–Arlington,3.5803642470274952,6,3,5,0,0,0,5
R004894,Austin,Austin,1.480390100020222,0,0,0,0,0,0,0
R004895,Greater NYC,Hudson County,2.6638857428724765,6,1,6,0,0,0,4
R004896,Houston,Houston,1.6071764794238432,2,1,2,0,0,0,2
R004897,Southern California,Los Angeles,1.0,2,2,2,0,0,0,0
R004898,Greater NYC,Lower Manhattan–North Brooklyn,7.1847678476118455,13,5,12,0,0,0,12
R004899,Greater NYC,Uptown Manhattan,1.422527941360601,2,2,2,0,0,0,2
R004900,Greater NYC,North Jersey,3.5755359879879856,6,1,4,0,0,0,4
R004901,Greater NYC,Lower Manhattan–North Brooklyn,2.0439098649728553,2,1,2,0,0,0,2
R004902,Greater NYC,Fairfield County,4.260452735710463,4,2,4,0,0,0,4
R004903,Atlanta,Atlanta,5.8555092421867565,5,1,3,0,0,0,4
R004904,Boston,Boston,23.667848291653456,21,2,11,0,0,0,17
R004905,Greater NYC,Lower Manhattan–North Brooklyn,14.527176659384518,17,6,15,0,0,0,10
R004906,Southern California,Pasadena,5.228221405635367,5,1,4,0,0,0,3
R004907,Greater NYC,Uptown Manhattan,49.43075768339459,48,6,29,1,0,0,35
R004908,Greater NYC,Midtown Manhattan,2.011705061715627,4,3,4,0,0,0,3
R004909,Austin,Austin,2.4015010001915087,2,1,2,0,0,0,1
R004910,Northern California,San Francisco,2.7827066099532844,2,1,2,0,0,0,1
R004911,Boston,Boston,46.48671154435522,42,2,11,0,0,0,28
R004912,Southern California,Los Angeles,118.73810074533942,128,4,18,2,0,0,70
R004913,Northern California,Silicon Valley,13.908296256362092,10,1,6,1,0,0,5
R004914,Greater NYC,Uptown Manhattan,2.840954495667602,2,1,2,0,0,0,2
R004915,Greater NYC,Lower Manhattan–North Brooklyn,1.0,2,2,2,0,0,0,2
R004916,Greater NYC,Lower Manhattan–North Brooklyn,3.5255716393378926,4,3,3,0,0,0,3
R004917,Boston,Boston,13.435450655616314,18,2,11,0,0,0,15
R004918,Philadelphia,Philadelphia,16.10356122717827,17,1,6,0,0,0,15
R004919,South Florida,Miami,2.0017654569050003,3,2,2,0,0,0,3
R004920,Greater NYC,Uptown Manhattan,2.206149064308025,2,2,2,0,0,0,1
R004921,Southern California,Los Angeles,5.54980692499019,8,4,6,0,0,0,5
R004922,Greater NYC,Midtown Manhattan,1.0,0,0,0,0,0,0,0
R004923,Houston,Houston,12.60098218415666,10,1,5,0,0,0,5
R004924,Chicago,Chicago,1.0,1,1,1,0,0,0,1
R004925,Seattle,Seattle,7.519792673636014,10,1,5,0,0,0,6
R004926,Boston,Chestnut Hill,11.176645350621516,9,2,5,0,0,0,6
R004927,DMV,DC–Arlington,2.1052871869958234,4,2,4,0,0,0,4
R004928,Chicago,Chicago,3.098059884155093,4,2,3,0,0,0,3
R004929,Greater NYC,Lower Manhattan–North Brooklyn,3.7837540751674097,3,3,3,0,0,0,2
R004930,Greater NYC,Midtown Manhattan,76.75653852278087,83,7,32,0,0,0,55
R004931,Northern California,San Francisco,2.315473064484406,1,1,1,0,0,0,1
R004932,Dallas,Dallas,16.474285512607693,14,1,6,0,0,0,7
R004933,Southern California,Pasadena,13.872699543278694,19,3,11,0,0,0,18
R004934,Philadelphia,Main Line,6.061687815159893,8,2,6,0,0,0,4
R004935,Southern California,Los Angeles,17.944314459060198,22,3,14,0,0,0,12
R004936,Austin,Austin,4.713981743112058,5,1,3,0,0,0,5
R004937,Greater NYC,Uptown Manhattan,4.426454515548766,6,1,4,0,0,0,5
R004938,Greater NYC,Uptown Manhattan,2.7201931899596996,1,1,1,0,0,0,1
R004939,DMV,DC–Arlington,4.962345986951053,5,2,5,0,0,0,5
R004940,Greater NYC,Westchester,6.661459334807559,9,4,8,0,0,0,8
R004941,Northern California,San Francisco,54.686221034765055,47,3,20,1,0,0,29
R004942,Boston,Boston,87.78090925164385,89,3,14,1,0,0,59
R004943,Greater NYC,Lower Manhattan–North Brooklyn,82.03444658346365,77,11,47,0,0,0,60
R004944,Boston,Boston,1.0,1,1,1,0,0,0,1
R004945,Southern California,Pasadena,20.89981169788155,21,3,7,0,0,0,13
R004946,Greater NYC,Uptown Manhattan,1.0,2,2,2,0,0,0,2
R004947,Greater NYC,Lower Manhattan–North Brooklyn,4.207377722760749,2,1,1,0,0,0,1
R004948,Greater NYC,Lower Manhattan–North Brooklyn,1.5825749975464427,2,1,2,0,0,0,2
R004949,Northern California,San Francisco,16.222878956178825,22,2,13,0,0,0,19
R004950,Greater NYC,Uptown Manhattan,19.437098201982735,13,3,11,0,0,0,11
R004951,Greater NYC,Uptown Manhattan,3.31538755152537,6,3,6,0,0,0,4
R004952,Greater NYC,Fairfield County,34.34757464444662,36,5,21,0,0,0,26
R004953,Greater NYC,Nassau County,1.2160429102687182,0,0,0,0,0,0,0
R004954,Greater NYC,Uptown Manhattan,2.504443912706385,3,1,3,0,0,0,3
R004955,Greater NYC,Uptown Manhattan,4.627201456584144,9,4,9,0,0,0,6
R004956,Southern California,Los Angeles,5.605167839230167,8,3,7,0,0,0,4
R004957,Greater NYC,Midtown Manhattan,19.288373649912835,20,5,16,0,0,0,16
R004958,Greater NYC,Midtown Manhattan,47.35395644314555,64,9,40,0,0,0,49
R004959,South Florida,Miami,51.32686891427662,54,2,7,1,0,0,40
R004960,Southern California,Los Angeles,42.807394520672624,51,3,15,0,0,0,31
R004961,Boston,Chestnut Hill,4.07661024339249,5,2,5,0,0,0,4
R004962,Greater NYC,Lower Manhattan–North Brooklyn,2.266023711135132,1,1,1,0,0,0,1
R004963,Boston,Boston,5.457349520596988,2,2,2,0,0,0,0
R004964,Houston,Houston,34.63152882710619,23,1,6,0,0,0,14
R004965,Greater NYC,Uptown Manhattan,1.560896223242642,1,1,1,0,0,0,1
R004966,Southern California,Pasadena,18.125770178370917,22,3,11,0,0,0,15
R004967,DMV,DC–Arlington,7.428915643847524,8,4,6,0,0,0,8
R004968,Boston,Boston,44.164609456770975,49,2,13,0,0,0,28
R004969,Greater NYC,Uptown Manhattan,4.221148187543487,1,1,1,0,0,0,1
R004970,Northern California,San Francisco,8.861998329688202,8,2,4,0,0,0,5
R004971,Greater NYC,Hudson County,1.0,1,1,1,0,0,0,0
R004972,Austin,Austin,7.246509600349273,9,1,6,0,0,0,6
R004973,Greater NYC,Lower Manhattan–North Brooklyn,1.0,3,2,3,0,0,0,2
R004974,DMV,DC–Arlington,1.0,1,1,1,0,0,0,1
R004975,Greater NYC,Uptown Manhattan,3.770040137747238,1,1,1,0,0,0,1
R004976,Greater NYC,Midtown Manhattan,23.284164092048982,26,4,17,0,0,0,23
R004977,Greater NYC,Lower Manhattan–North Brooklyn,1.7360581536799078,1,1,1,0,0,0,1
R004978,Northern California,San Francisco,1.2752520948000297,0,0,0,0,0,0,0
R004979,Boston,Boston,2.1197349411360737,4,2,4,0,0,0,3
R004980,Greater NYC,Lower Manhattan–North Brooklyn,1.967068320024049,3,3,3,0,0,0,2
R004981,Boston,Boston,4.386635432029173,3,2,3,0,0,0,3
R004982,Greater NYC,Lower Manhattan–North Brooklyn,37.764522907749985,34,8,23,0,0,0,24
R004983,Austin,Austin,22.37590471682992,18,1,6,0,0,0,16
R004984,DMV,DC–Arlington,8.849313397385295,16,4,11,0,0,0,14
R004985,Austin,Austin,5.715304859197874,11,1,5,0,0,0,8
R004986,Greater NYC,Lower Manhattan–North Brooklyn,5.306111681702016,5,4,4,0,0,0,5
R004987,DMV,DC–Arlington,1.018311551598763,1,1,1,0,0,0,1
R004988,Dallas,Dallas,3.174833945581934,2,1,2,0,0,0,1
R004989,DMV,DC–Arlington,7.056026143816264,4,3,4,0,0,0,3
R004990,Southern California,Los Angeles,33.44611414965536,22,3,12,0,0,0,15
R004991,Boston,Chestnut Hill,4.176167708166403,6,1,4,0,0,0,4
R004992,Austin,Austin,2.1655702921757563,0,0,0,0,0,0,0
R004993,Greater NYC,Westchester,5.146489178825704,4,1,3,0,0,0,3
R004994,Greater NYC,Lower Manhattan–North Brooklyn,13.495611835845242,11,4,8,0,0,0,8
R004995,Philadelphia,Main Line,1.8972438061198336,4,1,4,0,0,0,4
R004996,Greater NYC,Lower Manhattan–North Brooklyn,1.0,0,0,0,0,0,0,0
R004997,Southern California,Los Angeles,17.46200671137674,19,3,12,0,0,0,11
R004998,Atlanta,Atlanta,4.591063351441197,5,1,3,0,0,0,5
R004999,Southern California,Los Angeles,1.0,0,0,0,0,0,0,0
R005000,Northern California,San Francisco,13.122938903893392,11,2,8,0,0,0,5
R005001,Southern California,Pasadena,2.157218086205836,0,0,0,0,0,0,0
R005002,Greater NYC,Westchester,12.276162154124528,9,2,8,0,0,0,9
R005003,Chicago,Chicago,16.820629071991156,11,2,7,0,0,0,7
R005004,Philadelphia,Main Line,24.540249347736577,25,1,6,0,0,0,22
R005005,Chicago,Chicago,3.87100243419415,1,1,1,0,0,0,1
R005006,Southern California,Los Angeles,4.873793137868002,3,2,3,0,0,0,2
R005007,Southern California,Los Angeles,19.409797328512724,22,3,13,0,0,0,16
R005008,DMV,Montgomery County,28.590371867617403,33,2,16,1,0,0,24
R005009,Greater NYC,Westchester,86.56633969397012,96,4,22,3,0,0,58
R005010,Northern California,Silicon Valley,35.8121003949785,26,2,13,0,0,0,20
R005011,Greater NYC,Lower Manhattan–North Brooklyn,9.014953389930277,11,4,11,0,0,0,8
R005012,Southern California,Los Angeles,10.136103025075547,9,3,7,0,0,0,5
R005013,Southern California,Los Angeles,10.631178147691038,15,3,8,0,0,0,8
R005014,Greater NYC,Midtown Manhattan,2.8335636991782516,2,2,2,0,0,0,2
R005015,Greater NYC,Uptown Manhattan,1.708288299358929,1,1,1,0,0,0,1
R005016,DMV,DC–Arlington,1.0,1,1,1,0,0,0,1
R005017,Southern California,Pasadena,10.524265740999388,9,2,8,0,0,0,6
R005018,Chicago,Chicago,2.542219807942457,3,2,3,0,0,0,3
R005019,Greater NYC,Lower Manhattan–North Brooklyn,4.957590387284509,3,3,3,0,0,0,3
R005020,Greater NYC,Lower Manhattan–North Brooklyn,5.5416509787897015,5,4,5,0,0,0,4
R005021,Chicago,Chicago,3.673118422536756,3,2,3,0,0,0,3
R005022,Northern California,San Francisco,1.0,1,1,1,0,0,0,1
R005023,Greater NYC,Westchester,1.0,1,1,1,0,0,0,1
R005024,Greater NYC,Lower Manhattan–North Brooklyn,9.46942109017924,5,3,5,0,0,0,5
R005025,Northern California,San Francisco,2.0351470074849223,2,1,2,0,0,0,1
R005026,Northern California,Silicon Valley,7.801328076401796,14,2,10,0,0,0,9
R005027,Atlanta,Atlanta,4.8401234575257535,5,1,2,0,0,0,4
R005028,Greater NYC,Midtown Manhattan,3.945227874327194,6,3,5,0,0,0,5
R005029,Greater NYC,Midtown Manhattan,6.005880614242946,7,3,6,0,0,0,7
R005030,Southern California,Los Angeles,4.315558828321144,6,3,5,0,0,0,5
R005031,DMV,DC–Arlington,12.814972283901248,14,2,10,0,0,0,10
R005032,Greater NYC,Lower Manhattan–North Brooklyn,12.801456385421565,7,6,7,0,0,0,6
R005033,Greater NYC,Midtown Manhattan,25.718338905885,12,4,10,0,0,0,11
R005034,Boston,Boston,13.267148961208736,12,3,10,0,0,0,8
R005035,Greater NYC,Lower Manhattan–North Brooklyn,8.173010946228507,5,4,5,0,0,0,2
R005036,Dallas,Dallas,3.8603139518654577,2,1,2,0,0,0,1
R005037,Greater NYC,Lower Manhattan–North Brooklyn,5.895781511740015,6,3,6,0,0,0,6
R005038,Southern California,Los Angeles,1.0,2,2,2,0,0,0,1
R005039,Greater NYC,Fairfield County,1.9976753227195985,0,0,0,0,0,0,0
R005040,DMV,DC–Arlington,8.895341319248093,5,3,4,0,0,0,3
R005041,Greater NYC,Lower Manhattan–North Brooklyn,1.0,2,2,2,0,0,0,2
R005042,Greater NYC,Lower Manhattan–North Brooklyn,2.920312965932238,3,3,3,0,0,0,2
R005043,Ann Arbor,Ann Arbor,1.415329412592519,2,1,2,0,0,0,1
R005044,Greater NYC,Midtown Manhattan,4.735611682657751,6,4,6,0,0,0,6
R005045,Greater NYC,Fairfield County,1.0,1,1,1,0,0,0,1
R005046,Austin,Austin,8.819860763406675,8,1,4,0,0,0,7
R005047,Northern California,San Francisco,20.63068252854446,22,2,11,0,0,0,11
R005048,Greater NYC,Westchester,2.171523038543204,1,1,1,0,0,0,0
R005049,Chicago,Chicago,10.6624848213257,16,2,9,0,0,0,11
R005050,Southern California,Los Angeles,18.101883857916448,15,3,11,0,0,0,6
R005051,Chicago,Chicago,2.6413928629301946,0,0,0,0,0,0,0
R005052,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R005053,Ann Arbor,Ann Arbor,5.283822753450654,6,1,2,0,0,0,6
R005054,Greater NYC,Midtown Manhattan,8.472616134736786,9,3,8,0,0,0,8
R005055,DMV,DC–Arlington,1.0,2,2,2,0,0,0,2
R005056,Greater NYC,Lower Manhattan–North Brooklyn,4.000197772177049,2,1,2,0,0,0,2
R005057,Houston,Houston,5.408856541576099,9,1,6,0,0,0,4
R005058,Boston,Boston,4.118326864940191,6,2,6,0,0,0,5
R005059,DMV,DC–Arlington,1.565302740411811,1,1,1,0,0,0,1
R005060,Southern California,Los Angeles,22.349529639343984,21,3,11,0,0,0,12
R005061,Southern California,Los Angeles,9.649887264649587,11,3,8,0,0,0,4
